통계분야,통계유형,통계명,통계표명,통계리스트 주소
주택,승인통계,주택이외의거처 주거실태조사(2022년),87. 가구원 수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=564&hFormId=7027
주택,승인통계,주택이외의거처 주거실태조사(2022년),88. 가구 특수연령층 구성,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=564&hFormId=7028
주택,승인통계,주택이외의거처 주거실태조사(2022년),89. 장애 및 질병 가구원 유무,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=564&hFormId=7029
주택,승인통계,주택이외의거처 주거실태조사(2022년),90. 가구 형태,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=564&hFormId=7030
주택,승인통계,주택이외의거처 주거실태조사(2022년),91. 가족으로 이루어진 가구의 구성,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=564&hFormId=7031
주택,승인통계,주택이외의거처 주거실태조사(2022년),92. 가구주의 혼인 상태,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=564&hFormId=7032
주택,승인통계,주택이외의거처 주거실태조사(2022년),93. 가구주의 주민등록 등재 위치,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=564&hFormId=7033
주택,승인통계,주택이외의거처 주거실태조사(2022년),94. 가구원 중 금융채무불이행자 유무,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=564&hFormId=7034
토지,승인통계,공간정보산업조사,공간정보 관련 매출액,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5671
토지,승인통계,공간정보산업조사,공간정보산업조사_총괄,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5663
토지,승인통계,공간정보산업조사,사업체 전체 매출액,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5670
토지,승인통계,공간정보산업조사,종사자 고용형태 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5714
토지,승인통계,공간정보산업조사,종사자 근속년수 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5667
토지,승인통계,공간정보산업조사,종사자 성별 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5665
토지,승인통계,공간정보산업조사,종사자 업무분야 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5669
토지,승인통계,공간정보산업조사,종사자 연령 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5666
토지,승인통계,공간정보산업조사,종사자 지위 구성비(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5664
토지,승인통계,공간정보산업조사,종사자 학력 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=492&hFormId=5668
토지,승인통계,부동산서비스산업 실태조사,01. 대표자 성별,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7062
토지,승인통계,부동산서비스산업 실태조사,02. 대표자 연령대,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7063
토지,승인통계,부동산서비스산업 실태조사,03. 설립연도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7157
토지,승인통계,부동산서비스산업 실태조사,03. 설립연도(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7064
토지,승인통계,부동산서비스산업 실태조사,04. 부동산 관련 사업 시작 연도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7158
토지,승인통계,부동산서비스산업 실태조사,04. 부동산 관련 사업 시작 연도(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7065
토지,승인통계,부동산서비스산업 실태조사,05. 사업체 소재지,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7066
토지,승인통계,부동산서비스산업 실태조사,06. 사업체구분,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7067
토지,승인통계,부동산서비스산업 실태조사,07. 사업영역(주 업종),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7068
토지,승인통계,부동산서비스산업 실태조사,08. 사업영역(부 업종),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7069
토지,승인통계,부동산서비스산업 실태조사,09. 매출액,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7070
토지,승인통계,부동산서비스산업 실태조사,10. 영업이익,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7071
토지,승인통계,부동산서비스산업 실태조사,11. 매출액 비중,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7072
토지,승인통계,부동산서비스산업 실태조사,12. R&D 투자금액,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7073
토지,승인통계,부동산서비스산업 실태조사,13. 경영 성과 평가(전년 대비 체감),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7074
토지,승인통계,부동산서비스산업 실태조사,14. 업무 다각화 계획 분야(1순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7075
토지,승인통계,부동산서비스산업 실태조사,15. 업무 다각화 계획 분야(1순위+2순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7076
토지,승인통계,부동산서비스산업 실태조사,16. 해외 진출 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7077
토지,승인통계,부동산서비스산업 실태조사,17. 해외진출 또는 진출 예정 분야,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7078
토지,승인통계,부동산서비스산업 실태조사,18. IT 기술 기반 부동산 서비스 활용 분야,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7079
토지,승인통계,부동산서비스산업 실태조사,19. IT 기술 기반 부동산 기술 서비스 미활용 이유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7080
토지,승인통계,부동산서비스산업 실태조사,20. 사업 영위 과정에서 부동산 관련 데이터 또는 통계 정보 활용 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7081
토지,승인통계,부동산서비스산업 실태조사,21. 주 활용 데이터 또는 통계정보(1순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7082
토지,승인통계,부동산서비스산업 실태조사,22. 주 활용 데이터 또는 통계정보(1+2순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7083
토지,승인통계,부동산서비스산업 실태조사,23. 부동산 관련 데이터 또는 통계 미활용 사유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7084
토지,승인통계,부동산서비스산업 실태조사,24. 부동산산업 환경변화에 따른 영향평가,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7085
토지,승인통계,부동산서비스산업 실태조사,25. 부동산산업 환경변화에 따른 경영 전략,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7086
토지,승인통계,부동산서비스산업 실태조사,26. 분야별 종사자 수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7087
토지,승인통계,부동산서비스산업 실태조사,27. 성별 종사자 수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7088
토지,승인통계,부동산서비스산업 실태조사,28. 근속연수별 종사자 수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7089
토지,승인통계,부동산서비스산업 실태조사,29. 연령별 종사자 수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7090
토지,승인통계,부동산서비스산업 실태조사,30. 학력별 종사자 수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7091
토지,승인통계,부동산서비스산업 실태조사,31. 연평균 임금수준_정규직,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7092
토지,승인통계,부동산서비스산업 실태조사,32. 연평균 임금수준_비정규직,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7093
토지,승인통계,부동산서비스산업 실태조사,33. 1인 사업체 여부,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7094
토지,승인통계,부동산서비스산업 실태조사,34. 채용 및 퇴사 인력,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7095
토지,승인통계,부동산서비스산업 실태조사,35. 퇴사 인력의 퇴사 사유,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7096
토지,승인통계,부동산서비스산업 실태조사,36. 인력 확보 및 채용 과정에서의 어려움 유무,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7097
토지,승인통계,부동산서비스산업 실태조사,37. 인력 확보 및 채용의 어려움 원인(1순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7098
토지,승인통계,부동산서비스산업 실태조사,38. 인력 확보 및 채용의 어려움 원인(1순위+2순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7099
토지,승인통계,부동산서비스산업 실태조사,39. 채용과정에서 우선 고려사항,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7100
토지,승인통계,부동산서비스산업 실태조사,40. 요구 학력 수준,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7102
토지,승인통계,부동산서비스산업 실태조사,41. 요구 경력 수준,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7103
토지,승인통계,부동산서비스산업 실태조사,42. 요구(선호) 자격 수준,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7104
토지,승인통계,부동산서비스산업 실태조사,43. 경영 애로 사항(1순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7105
토지,승인통계,부동산서비스산업 실태조사,44. 경영 애로 사항(1순위+2순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7106
토지,승인통계,부동산서비스산업 실태조사,45. 정부 지원 요청 사항(1순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7107
토지,승인통계,부동산서비스산업 실태조사,46. 정부 지원 요청 사항(1순위+2순위),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7108
토지,승인통계,부동산서비스산업 실태조사,47. (부동산 개발업)주거용 부동산 개발 및 공급실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7109
토지,승인통계,부동산서비스산업 실태조사,48. (부동산 개발업)비주거용 부동산 개발 및 공급 ,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7110
토지,승인통계,부동산서비스산업 실태조사,49. (부동산 개발업)기타 부동산 개발 및 공급 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7111
토지,승인통계,부동산서비스산업 실태조사,50. (부동산 개발업)부동산 개발 전문인력 수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7112
토지,승인통계,부동산서비스산업 실태조사,51. (부동산 임대업)주거용 부동산 임대 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7113
토지,승인통계,부동산서비스산업 실태조사,52. (부동산 임대업)비주거용 부동산 임대 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7114
토지,승인통계,부동산서비스산업 실태조사,53. (부동산 임대업)기타 부동산 임대 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7115
토지,승인통계,부동산서비스산업 실태조사,54. (부동산 관리업)주거용 부동산 관리 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7116
토지,승인통계,부동산서비스산업 실태조사,55. (부동산 관리업)비주거용 부동산 관리 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7117
토지,승인통계,부동산서비스산업 실태조사,56. (부동산 관리업)주택관리사(보) 수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7118
토지,승인통계,부동산서비스산업 실태조사,57. (부동산 자문서비스업)주거용 부동산 투자자문 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7119
토지,승인통계,부동산서비스산업 실태조사,58. (부동산 자문서비스업)비주거용 부동산 투자자문 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7120
토지,승인통계,부동산서비스산업 실태조사,59. (부동산 자문서비스업)기타 부동산 투자자문 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7121
토지,승인통계,부동산서비스산업 실태조사,60. (공인중개서비스업)주거용 부동산 중개실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7122
토지,승인통계,부동산서비스산업 실태조사,61. (공인중개서비스업)비주거용 부동산 중개실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7123
토지,승인통계,부동산서비스산업 실태조사,62. (공인중개서비스업)기타 부동산 중개실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7124
토지,승인통계,부동산서비스산업 실태조사,63. (공인중개서비스업)공인중개사 수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7125
토지,승인통계,부동산서비스산업 실태조사,64. .(부동산 감정평가서비스업)공적평가 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7126
토지,승인통계,부동산서비스산업 실태조사,65. (부동산 감정평가서비스업)보상평가 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7127
토지,승인통계,부동산서비스산업 실태조사,66. (부동산 감정평가서비스업)국공유재산 평가 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7128
토지,승인통계,부동산서비스산업 실태조사,67. (부동산 감정평가서비스업)담보평가 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7129
토지,승인통계,부동산서비스산업 실태조사,68. (부동산 감정평가서비스업)경매소송 평가 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7130
토지,승인통계,부동산서비스산업 실태조사,69. (부동산 감정평가서비스업)부담금 및 택지비 평가 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7131
토지,승인통계,부동산서비스산업 실태조사,70. (부동산 감정평가서비스업)일반 평가 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7132
토지,승인통계,부동산서비스산업 실태조사,71. (부동산 감정평가서비스업)기타 평가 실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7133
토지,승인통계,부동산서비스산업 실태조사,72. (부동산 감정평가서비스업)감정평가사 수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7134
토지,승인통계,부동산서비스산업 실태조사,73. (금융서비스업)리츠_투자자산 규모,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7135
토지,승인통계,부동산서비스산업 실태조사,74. (금융서비스업)리츠_투자자산 건수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7136
토지,승인통계,부동산서비스산업 실태조사,75. (금융서비스업)자산관리회사_관리 리츠 건수 ,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7137
토지,승인통계,부동산서비스산업 실태조사,76. (금융서비스업)자산관리회사_리츠운용 수수료,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7138
토지,승인통계,부동산서비스산업 실태조사,77. (부동산 정보제공서비스업)매출액 발생 구조,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7139
토지,승인통계,부동산서비스산업 실태조사,78. (부동산 정보제공서비스업)투자유치금액,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=568&hFormId=7140
토지,승인통계,외국인토지현황,1. 전국 외국인 토지보유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=6044
토지,승인통계,외국인토지현황,2.시도별 외국인 토지보유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=6045
토지,승인통계,외국인토지현황,시도별 외국인 토지보유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=5878
토지,승인통계,외국인토지현황,시도별 외국인 토지보유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=1132
토지,승인통계,외국인토지현황,전국 외국인 토지보유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=1134
토지,승인통계,외국인토지현황,전국 외국인 토지보유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=26&hFormId=5879
토지,승인통계,지적통계,소유구분별·지목별 국토이용현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=24&hFormId=1182
토지,승인통계,지적통계,행정구역별·소유구분별 국토이용현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=24&hFormId=5408
토지,승인통계,지적통계,행정구역별·지목별 국토이용현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=24&hFormId=1246
토지,승인통계,지적통계,행정구역별·지목별 국토이용현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=24&hFormId=2300
토지,승인통계,택지예정지구지정 및 공급현황,시행자별 택지지정 및 공급현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=28&hFormId=5546
토지,승인통계,택지예정지구지정 및 공급현황,지역별 택지지정 및 공급현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=28&hFormId=5547
토지,승인통계,토지소유현황,01. 토지 소유구분별 기본 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6058
토지,승인통계,토지소유현황,01. 토지 소유구분별 기본 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6214
토지,승인통계,토지소유현황,01.토지 소유구분별 기본 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5890
토지,승인통계,토지소유현황,01.토지 소유구분별 기본 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5730
토지,승인통계,토지소유현황,02. 토지 용도지역별 기본 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6059
토지,승인통계,토지소유현황,02. 토지 용도지역별 기본 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6215
토지,승인통계,토지소유현황,02.토지 용도지역별 기본 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5731
토지,승인통계,토지소유현황,03. 토지 지목별 기본 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6060
토지,승인통계,토지소유현황,03. 토지 지목별 기본 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6216
토지,승인통계,토지소유현황,03.토지 지목별 기본 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5732
토지,승인통계,토지소유현황,04.토지거래 회전율 기본 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6055
토지,승인통계,토지소유현황,04.토지거래 회전율 기본 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6218
토지,승인통계,토지소유현황,05.개인 토지의 용도지역별 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6061
토지,승인통계,토지소유현황,05.개인 토지의 용도지역별 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5733
토지,승인통계,토지소유현황,05.개인 토지의 용도지역별 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6219
토지,승인통계,토지소유현황,06.개인 토지의 지목별 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6062
토지,승인통계,토지소유현황,06.개인 토지의 지목별 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5734
토지,승인통계,토지소유현황,06.개인 토지의 지목별 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6220
토지,승인통계,토지소유현황,07.개인 토지의 면적규모별 소유자수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5900
토지,승인통계,토지소유현황,07.개인 토지의 면적규모별 소유자수 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6221
토지,승인통계,토지소유현황,08.개인 토지의 가액규모별 소유자수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5901
토지,승인통계,토지소유현황,08.개인 토지의 가액규모별 소유자수 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6222
토지,승인통계,토지소유현황,09.개인 토지의 순위별 소유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6589
토지,승인통계,토지소유현황,09.개인 토지의 순위별 소유현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6223
토지,승인통계,토지소유현황,09.개인 토지의 순위별 소유현황_시군구(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=7148
토지,승인통계,토지소유현황,10.개인 토지의 면적규모별 소유세대수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5902
토지,승인통계,토지소유현황,10.개인 토지의 면적규모별 소유세대수 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6224
토지,승인통계,토지소유현황,11.개인 토지의 가액규모별 소유세대수 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5903
토지,승인통계,토지소유현황,11.개인 토지의 가액규모별 소유세대수 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6225
토지,승인통계,토지소유현황,12.개인 토지의 소유세대순위별 소유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6590
토지,승인통계,토지소유현황,12.개인 토지의 소유세대순위별 소유현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6226
토지,승인통계,토지소유현황,13.개인 토지의 10분위별 소유세대현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5741
토지,승인통계,토지소유현황,14.개인 토지의 100분위별 소유세대현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5904
토지,승인통계,토지소유현황,15.개인 토지의 연령별 소유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6074
토지,승인통계,토지소유현황,15.개인 토지의 연령별 소유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5744
토지,승인통계,토지소유현황,15.개인 토지의 연령별 소유현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5743
토지,승인통계,토지소유현황,15.개인 토지의 연령별 소유현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6227
토지,승인통계,토지소유현황,16.개인 토지의 성별 연령별 소유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6076
토지,승인통계,토지소유현황,16.개인 토지의 성별 연령별 소유현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6228
토지,승인통계,토지소유현황,17.소유자 거주지별 토지소유 면적현황(물건소재지 기준),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6073
토지,승인통계,토지소유현황,17.소유자 거주지별 토지소유 면적현황(물건소재지 기준) 시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6229
토지,승인통계,토지소유현황,17.소유자 거주지별 토지소유 면적현황(물건소재지 기준)(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5745
토지,승인통계,토지소유현황,18.소유자 거주지별 토지소유 면적현황(소유자주소지 기준),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6070
토지,승인통계,토지소유현황,18.소유자 거주지별 토지소유 면적현황(소유자주소지 기준) 시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6230
토지,승인통계,토지소유현황,18.소유자 거주지별 토지소유 면적현황(소유자주소지 기준)(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5746
토지,승인통계,토지소유현황,19.소유자 거주지별 토지소유 가액현황(물건소재지 기준),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6071
토지,승인통계,토지소유현황,19.소유자 거주지별 토지소유 가액현황(물건소재지 기준) 시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6231
토지,승인통계,토지소유현황,19.소유자 거주지별 토지소유 가액현황(물건소재지 기준)(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5905
토지,승인통계,토지소유현황,20.소유자 거주지별 토지소유 가액현황(소유자주소지 기준),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6072
토지,승인통계,토지소유현황,20.소유자 거주지별 토지소유 가액현황(소유자주소지 기준) 시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6232
토지,승인통계,토지소유현황,20.소유자 거주지별 토지소유 가액현황(소유자주소지 기준)(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5906
토지,승인통계,토지소유현황,21.법인 토지의 용도지역별 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6067
토지,승인통계,토지소유현황,21.법인 토지의 용도지역별 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5749
토지,승인통계,토지소유현황,21.법인 토지의 용도지역별 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6233
토지,승인통계,토지소유현황,22.법인 토지의 지목별 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6066
토지,승인통계,토지소유현황,22.법인 토지의 지목별 현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5750
토지,승인통계,토지소유현황,22.법인 토지의 지목별 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6234
토지,승인통계,토지소유현황,23.법인 토지의 면적규모별 소유자수(법인수) 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5907
토지,승인통계,토지소유현황,23.법인 토지의 면적규모별 소유자수(법인수) 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6235
토지,승인통계,토지소유현황,24.법인 토지의 가액규모별 소유자(법인수) 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5908
토지,승인통계,토지소유현황,24.법인 토지의 가액규모별 소유자(법인수) 현황_시군구,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=6236
토지,승인통계,토지소유현황,25.법인 토지의 10분위별 소유현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=25&hFormId=5909
