통계분야,통계유형,통계명,통계표명,통계리스트 주소
항공,승인통계,항공교통관제업무통계,관제탑 관제량(연도별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=5354
항공,승인통계,항공교통관제업무통계,관제탑 관제량(월별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=7166
항공,승인통계,항공교통관제업무통계,관제탑 관제량(월별)(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=728
항공,승인통계,항공교통관제업무통계,접근관제소 관제량(연도별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=5355
항공,승인통계,항공교통관제업무통계,접근관제소 관제량(월별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=7167
항공,승인통계,항공교통관제업무통계,접근관제소 관제량(월별)(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=732
항공,승인통계,항공교통관제업무통계,통과 비행량(연도별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=5356
항공,승인통계,항공교통관제업무통계,통과 비행량(월별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=7168
항공,승인통계,항공교통관제업무통계,통과 비행량(월별)(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=726
항공,승인통계,항공교통관제업무통계,항로 관제량(연도별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=5357
항공,승인통계,항공교통관제업무통계,항로 관제량(월별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=7169
항공,승인통계,항공교통관제업무통계,항로 관제량(월별)(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=79&hFormId=762
도로/철도,승인통계,도로교량 및 터널현황,노선별 터널현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1038
도로/철도,승인통계,도로교량 및 터널현황,시도별 교량현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1016
도로/철도,승인통계,도로교량 및 터널현황,연도교 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1034
도로/철도,승인통계,도로교량 및 터널현황,연륙교 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1030
도로/철도,승인통계,도로교량 및 터널현황,전국교량 연장별 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1018
도로/철도,승인통계,도로교량 및 터널현황,전국교량현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1002
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1040
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_고속국도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5343
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_구도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5350
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_군도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5349
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_시도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5348
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_일반국도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5344
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_지방도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5346
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_지방도(국가지원),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5347
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_특별·광역시도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5345
도로/철도,승인통계,도로교량 및 터널현황,한강횡단교량현황(총괄),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1022
도로/철도,승인통계,도로교량 및 터널현황,한강횡단교량현황(현황),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1046
도로/철도,승인통계,도로교통량조사,1.도로종류별 노선별 차종별 평균일교통량과 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=63&hFormId=996
도로/철도,승인통계,도로교통량조사,2.도로종류별 차종별 평균일교통량과 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=63&hFormId=1240
도로/철도,승인통계,도로교통량조사,3.도로종류별 교통량분포에 따른 연장 및 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=63&hFormId=994
도로/철도,승인통계,도로현황,01.도로현황 총괄표,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5675
도로/철도,승인통계,도로현황,02.연도별 도로현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=958
도로/철도,승인통계,도로현황,03.시·도별 도로현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=962
도로/철도,승인통계,도로현황,04.도로등급별 차로현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=968
도로/철도,승인통계,도로현황,05.고속국도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5676
도로/철도,승인통계,도로현황,06.일반국도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5677
도로/철도,승인통계,도로현황,07.특광시도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5678
도로/철도,승인통계,도로현황,08.지방도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5679
도로/철도,승인통계,도로현황,09.시도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5680
도로/철도,승인통계,도로현황,10.군도현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5681
도로/철도,승인통계,도로현황,11.구도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5682
도로/철도,승인통계,도로현황,12.시·도별 도로보급률,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=966
도로/철도,승인통계,도로현황,13.일반국도 관리연장현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=976
도로/철도,승인통계,도로현황,14.자동차전용도로현황(고속국도제외),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=970
도로/철도,승인통계,도로현황,15.유료도로현황(전체현황),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5674
도로/철도,승인통계,도로현황,16.유료도로현황(구간별현황),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5673
도로/철도,승인통계,철도경찰통계,1.형사사건현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=6683
도로/철도,승인통계,철도경찰통계,1.형사사건현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=5926
도로/철도,승인통계,철도경찰통계,2.경범현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=6684
도로/철도,승인통계,철도경찰통계,2.경범현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=5927
도로/철도,승인통계,철도경찰통계,3.과태료현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=6685
도로/철도,승인통계,철도경찰통계,3.과태료현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=5928
도로/철도,승인통계,철도경찰통계,4-1.가출인 상담 및 처리현황_상담실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=5929
도로/철도,승인통계,철도경찰통계,4-2.가출인 상담 및 처리현황_자체발견처리,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=5930
도로/철도,승인통계,철도경찰통계,5.형사사건현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=882
도로/철도,승인통계,철도경찰통계,6.행정범현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=884
도로/철도,승인통계,철도경찰통계,7-1.가출현황_가출인상담(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=886
도로/철도,승인통계,철도경찰통계,7-2.가출현황_가출인처리(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=888
도로/철도,승인통계,철도경찰통계,7-3.가출현황_가출인발견(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=894
도로/철도,승인통계,철도사고현황,건널목사고 상세현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=67&hFormId=876
도로/철도,승인통계,철도사고현황,사상사고 상세현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=67&hFormId=878
도로/철도,승인통계,철도사고현황,열차사고 상세현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=67&hFormId=874
도로/철도,승인통계,철도사고현황,철도사고현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=67&hFormId=5341
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),다가구주택,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A032&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),다세대주택,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A035&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),다중주택,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A031&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),단독주택(세),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A030&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),대학교,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A040&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),사무소,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A041&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),상점,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A038&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),소매점,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A036&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),아파트,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A033&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),여관,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A042&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),연립주택,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A034&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),일반음식점,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A037&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),종합병원,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A039&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(세부 용도별_총괄),지역별 건물에너지사용량(총괄),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A000_1&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),공동주택,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A002&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),공장,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A017&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),관광휴게시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A027&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),교육연구시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A010&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),교정및군사시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A023&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),노유자시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A011&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),단독주택,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A001&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),동식물관련시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A021&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),묘지관련시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A026&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),문화및집회시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A005&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),발전시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A025&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),방송통신시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A024&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),수련시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A012&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),숙박시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A015&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),야영장시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A029&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),업무시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A014&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),용도별 건물에너지사용량(총괄),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A000_0&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),운동시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A013&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),운수시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A008&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),위락시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A016&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),위험물저장및처리시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A019&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),의료시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A009&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),자동차관련시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A020&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),자원순환관련시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A022&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),장례식장,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A028&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),제1종근린생활시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A003&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),제2종근린생활시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A004&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),종교시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A006&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),종합병원,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A039&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=U_14_002&conn_path=I4
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),창고시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A018&conn_path=I2
국토/도시,승인통계,[산하기관]건물에너지사용량(용도별_총괄),판매시설,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408003_A007&conn_path=I2
국토/도시,승인통계,[산하기관]도시계획현황,개발행위허가(시군구),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=460&tblId=TX_315_2009_H1100&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=315_31502_002&conn_path=I4
국토/도시,승인통계,[산하기관]도시계획현황,개발행위허가(용도지역),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=460&tblId=TX_315_2009_H1101&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=315_31502_002&conn_path=I4
국토/도시,승인통계,[산하기관]도시계획현황,공원,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=460&tblId=TX_315_2009_H1126&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=315_31502_004&conn_path=I4
국토/도시,승인통계,[산하기관]도시계획현황,도시·군관리계획 수립도시현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=460&tblId=TX_315_2009_H1008&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=315_31502_008&conn_path=I4
국토/도시,승인통계,[산하기관]도시계획현황,도시·군기본계획 수립도시현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=460&tblId=TX_315_2009_H1003&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=315_31502_008&conn_path=I4
국토/도시,승인통계,[산하기관]도시계획현황,도시지역 인구현황(시군구),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=460&tblId=TX_315_2009_H1001&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=315_31502_008&conn_path=I4
국토/도시,승인통계,[산하기관]도시계획현황,용도지구(시군구),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=460&tblId=TX_315_2009_H1441&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=315_31502_016&conn_path=I4
국토/도시,승인통계,[산하기관]도시계획현황,용도지역(시군구)-도시지역,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=460&tblId=TX_315_2009_H1440&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=315_31502_016&conn_path=I4
국토/도시,승인통계,[산하기관]도시계획현황,인구1인당 도시지역 면적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=460&tblId=TX_315_2009_H1013&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=315_31502_016&conn_path=I4
국토/도시,승인통계,[산하기관]도시계획현황,"주차장, 자동차정류장",http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=460&tblId=TX_315_2009_H1027&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=315_31502_006&conn_path=I4
국토/도시,승인통계,[산하기관]도시계획현황,학교,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=460&tblId=TX_315_2009_H1051&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=315_31502_005&conn_path=I4
국토/도시,승인통계,[산하기관]측량업체임금실태조사,측량기술자 등급별 임금,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=377&tblId=TX_37701_A002&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=377_37701&conn_path=I4
주택,승인통계,[산하기관]공동주택실거래가격지수,공동주택 통합 매매 실거래가격지수,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_KAB_11672_S13&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=116_11672&conn_path=I4
주택,승인통계,[산하기관]공동주택실거래가격지수,규모별 아파트 매매 실거래가격지수,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_KAB_11672_S3&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=116_11672&conn_path=I4
주택,승인통계,[산하기관]공동주택실거래가격지수,규모별 연립 다세대 매매 실거래가격지수,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_KAB_11672_S9&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=116_11672&conn_path=I4
주택,승인통계,[산하기관]공동주택실거래가격지수,아파트 매매 실거래가격지수,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_KAB_11672_S1&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=116_11672&conn_path=I4
주택,승인통계,[산하기관]공동주택실거래가격지수,연립 다세대 매매 실거래가격지수,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_KAB_11672_S7&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=116_11672&conn_path=I4
주택,승인통계,[산하기관]민간아파트분양시장동향,지역별 규모별 ㎡당 분양가격지수,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=414&tblId=DT_41401N_006&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=C1_414_01&conn_path=I4
주택,승인통계,[산하기관]민간아파트분양시장동향,지역별 규모별 ㎡당 평균 분양가격,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=414&tblId=DT_41401N_005&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=C1_414_01&conn_path=I4
주택,승인통계,[산하기관]민간아파트분양시장동향,지역별 민간아파트 평균 초기분양률,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=414&tblId=DT_41401N_008&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=C1_414_01&conn_path=I4
주택,승인통계,[산하기관]민간아파트분양시장동향,지역별 민간아파트 평균 초기분양률,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=414&tblId=DT_41401N_004&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=C1_414_01&conn_path=I4
주택,승인통계,[산하기관]민간아파트분양시장동향,지역별 신규 분양세대수,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=414&tblId=DT_41401N_007&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=C1_414_01&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래규모별 건축물거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0033&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_001&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래규모별 순수토지거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0021&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_002&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래규모별 아파트거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0052&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_003&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래규모별 아파트매매거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0067&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_004&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래규모별 주택거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0043&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_005&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래규모별 주택매매거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0060&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_006&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래규모별 토지거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0008&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_007&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래원인별 건축물거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0034&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_001&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래원인별 순수토지거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0022&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_002&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래원인별 아파트거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0053&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_003&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래원인별 주택거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0044&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_005&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래원인별 토지거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0009&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_007&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래주체별 건축물거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0032&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_001&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래주체별 순수토지거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0020&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_002&conn_path=I4
주택,승인통계,[산하기관]부동산거래현황,거래주체별 아파트거래현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_408_2006_S0051&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=408_31503_003&conn_path=I4
